PassengerId,Survived,Class,Name,SibSp,Parch,Ticket,Fare,Cabin,Age,Hometown,Boarded,Destination,Gender
178,No,1,"Isham, Miss. Ann Elizabeth",0,0,PC 17595,28.71,C49,50,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",F
179,No,2,"Hale, Mr. Reginald",0,0,250653,13.0,unknown,30,"Auburn, New York, US",Southampton,"Auburn, New York, US",M
180,No,3,"Leonard, Mr. Lionel",0,0,LINE,0.0,unknown,36,"New York City, New York, US",Southampton,"New York, New York, US",M
181,No,3,"Sage, Miss. Constance Gladys",8,2,CA. 2343,69.55,unknown,7,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",F
182,No,2,"Pernot, Mr. Rene",0,0,SC/PARIS 2131,15.05,unknown,39,"Paris, France",Cherbourg,"New York, New York, US",M
183,No,3,"Asplund, Master. Clarence Gustaf Hugo",4,2,347077,31.39,unknown,9,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US",M
184,Sí,2,"Becker, Master. Richard F",2,1,230136,39.0,F4,1,"Guntur, Madras Province, British India",Southampton,"Benton Harbor, Michigan, US",M
185,Sí,3,"Kink-Heilmann, Miss. Luise Gretchen",0,2,315153,22.02,unknown,4,"Zürich, Switzerland",Southampton,"Milwaukee, Wisconsin, US",F
186,No,1,"Rood, Mr. Hugh Roscoe",0,0,113767,50.0,A32,38,"Seattle, Washington, US",Southampton,"Seattle, Washington, US",M
187,Sí,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",1,0,370365,15.5,unknown,26,"Pallasgreen, Limerick, Ireland",Queenstown,"New York, New York, US",F
188,Sí,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",0,0,111428,26.55,unknown,45,"New York, New York, US",Southampton,"New York, New York, US",M
189,No,3,"Bourke, Mr. John",1,1,364849,15.5,unknown,42,"Carrowskehine, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",M
190,No,3,"Turcin, Mr. Stjepan",0,0,349247,7.9,unknown,36,"Bratina, Croatia",Southampton,"Youngstown, Ohio, US",M
191,Sí,2,"Pinsky, Mrs. (Rosa)",0,0,234604,13.0,unknown,21,"Brooklyn, New York, US",Southampton,"Brooklyn, New York, US",F
192,No,2,"Carbines, Mr. William",0,0,28424,13.0,unknown,19,"St. Ives, Cornwall, England",Southampton,"Houghton, Michigan, US",M
193,Sí,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",1,0,350046,7.85,unknown,19,"Eskilstrup, Denmark",Southampton,"Portland, Oregon, US",F
194,Sí,2,"Navratil, Master. Michel M",1,1,230080,26.0,F2,3,"Nice, France",Southampton,"New York, New York, US",M
195,Sí,1,"Brown, Mrs. James Joseph (Margaret Tobin)",0,0,PC 17610,27.72,B4,44,"Denver, Colorado, US",Cherbourg,"Denver, Colorado, US",F
196,Sí,1,"Lurette, Miss. Elise",0,0,PC 17569,146.52,B80,59,"New York, New York, US",Cherbourg,"New York, New York, US",F
197,No,3,"Mernagh, Mr. Robert",0,0,368703,7.75,unknown,26,"Ballywilliam, Wexford, Ireland",Queenstown,"Chicago, Illinois, US",M
198,No,3,"Olsen, Mr. Karl Siegwart Andreas",0,1,4579,8.4,unknown,42,"Trondheim, Norway",Southampton,"Brooklyn, New York, US",M
199,Sí,3,"Madigan, Miss. Margaret ""Maggie""",0,0,370370,7.75,unknown,21,"Askeaton, Limerick, Ireland",Queenstown,"New York, New York, US",F
200,No,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",0,0,248747,13.0,unknown,24,"Paris, France",Southampton,"Montreal, Quebec, Canada",F
201,No,3,"Vande Walle, Mr. Nestor Cyriel",0,0,345770,9.5,unknown,28,"Westrozebeke, Belgium",Southampton,"New York, New York, US",M
202,No,3,"Sage, Mr. Frederick",8,2,CA. 2343,69.55,unknown,16,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",M
203,No,3,"Johanson, Mr. Jakob Alfred",0,0,3101264,6.5,unknown,34,"Munsala, Finland",Southampton,"Vancouver, British Columbia, Canada",M
204,No,3,"Youseff, Mr. Gerious",0,0,2628,7.22,unknown,45,"Hardîne, Lebanon",Cherbourg,"Wilkes-Barre, Pennsylvania, US",M
205,Sí,3,"Cohen, Mr. Gurshon ""Gus""",0,0,A/5 3540,8.05,unknown,18,"London, England",Southampton,"Brooklyn, New York, US",M
206,No,3,"Strom, Miss. Telma Matilda",0,1,347054,10.46,G6,2,"Indiana Harbor, Indiana, US",Southampton,"Indiana Harbor, Indiana, US",F
207,No,3,"Backstrom, Mr. Karl Alfred",1,0,3101278,15.85,unknown,32,"Kotka, Finland",Southampton,"New York, New York, US",M
208,Sí,3,"Albimona, Mr. Nassef Cassem",0,0,2699,18.79,unknown,26,"Fredericksburg, Virginia, US",Cherbourg,"Fredericksburg, Virginia, US",M
209,Sí,3,"Carr, Miss. Helen ""Ellen""",0,0,367231,7.75,unknown,16,"Corglass, Longford, Ireland",Queenstown,"New York, New York, US",F
210,Sí,1,"Blank, Mr. Henry",0,0,112277,31.0,A31,39,"Glen Ridge, New Jersey, US",Cherbourg,"Glen Ridge, New Jersey, US",M
211,No,3,"Ali, Mr. Ahmed",0,0,SOTON/O.Q. 3101311,7.05,unknown,24,"Buenos Aires, Argentina",Southampton,"New York, New York, US",M
212,Sí,2,"Cameron, Miss. Clear Annie",0,0,F.C.C. 13528,21.0,unknown,35,"London, England, UK",Southampton,"Mamaronek, New York, US",F
213,No,3,"Perkin, Mr. John Henry",0,0,A/5 21174,7.25,unknown,22,"Holsworthy, Devon, England",Southampton,"Saskatoon, Saskatchewan, Canada",M
214,No,2,"Givard, Mr. Hans Kristensen",0,0,250646,13.0,unknown,30,"Kølsen, Vorde Sogn, Denmark",Southampton,"San Francisco, California, US",M
215,No,3,"Kiernan, Mr. Philip",1,0,367229,7.75,unknown,22,"Aughnacliffe, Longford, Ireland",Queenstown,"Jersey City, New Jersey, US",M
216,Sí,1,"Newell, Miss. Madeleine",1,0,35273,113.28,D36,31,"Lexington, Massachusetts, US",Cherbourg,"Lexington, Massachusetts, US",F
217,Sí,3,"Honkanen, Miss. Eliina",0,0,STON/O2. 3101283,7.92,unknown,27,"Saarijärvi, Finland",Southampton,"New York, New York, US",F
218,No,2,"Jacobsohn, Mr. Sidney Samuel",1,0,243847,27.0,unknown,40,"London, England",Southampton,"Montreal, Quebec, Canada",M
219,Sí,1,"Bazzani, Miss. Albina",0,0,11813,76.29,D15,36,"Philadelphia, Pennsylvania, US",Cherbourg,"Philadelphia, Pennsylvania, US",F
220,No,2,"Harris, Mr. Walter",0,0,W/C 14208,10.5,unknown,30,"London, England",Southampton,"New York, New York, US",M
221,Sí,3,"Sunderland, Mr. Victor Francis",0,0,SOTON/OQ 392089,8.05,unknown,20,"London, England",Southampton,"Cleveland, Ohio, US",M
222,No,2,"Bracken, Mr. James H",0,0,220367,13.0,unknown,29,"Lake Arthur, New Mexico, US",Southampton,"Lake Arthur, New Mexico, US",M
223,No,3,"Green, Mr. George Henry",0,0,21440,8.05,unknown,40,"Dorking, Surrey, England",Southampton,"Lead, South Dakota, US",M
224,No,3,"Nenkoff, Mr. Christo",0,0,349234,7.9,unknown,22,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US",M
225,Sí,1,"Hoyt, Mr. Frederick Maxfield",1,0,19943,90.0,C93,35,"New York, New York, US",Southampton,"Stamford, Connecticut, US",M
226,No,3,"Berglund, Mr. Karl Ivar Sven",0,0,PP 4348,9.35,unknown,22,"Firtby, Finland",Southampton,"New York, New York, US",M
227,Sí,2,"Mellors, Mr. William John",0,0,SW/PP 751,10.5,unknown,19,"Chelsea, London, England",Southampton,"Long Island, New York, US",M
228,No,3,"Lovell, Mr. John Hall (""Henry"")",0,0,A/5 21173,7.25,unknown,20,"Northlew, Devon, England",Southampton,"New York, New York, US",M
229,No,2,"Fahlstrom, Mr. Arne Jonas",0,0,236171,13.0,unknown,18,"Oslo, Norway",Southampton,"Bayonne, New Jersey, US",M
230,No,3,"Lefebre, Miss. Mathilde",3,1,4133,25.47,unknown,12,"Liévin, Pas-de-Calais, France",Southampton,"Mystic, Iowa, US",F
231,Sí,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",1,0,36973,83.48,C83,35,"New York, New York, US",Southampton,"New York, New York, US",F
232,No,3,"Larsson, Mr. Bengt Edvin",0,0,347067,7.78,unknown,29,"Nyköping, Södermanland, Sweden",Southampton,"Hartford, Connecticut, US",M
233,No,2,"Sjostedt, Mr. Ernst Adolf",0,0,237442,13.5,unknown,30,"Hjo, Västergötland, Sweden",Southampton,"Sault Ste Marie, Michigan, US",M
234,Sí,3,"Asplund, Miss. Lillian Gertrud",4,2,347077,31.39,unknown,5,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US",F
235,No,2,"Leyson, Mr. Robert William Norman",0,0,C.A. 29566,10.5,unknown,25,"London, England",Southampton,"New York, New York, US",M
236,No,3,"Harknett, Miss. Alice Phoebe",0,0,W./C. 6609,7.55,unknown,21,"Thornton Heath, London, England",Southampton,"New London, Connecticut, US",F
237,No,2,"Hold, Mr. Stephen",1,0,26707,26.0,unknown,44,"Porthoustock, Cornwall, England",Southampton,"Sacramento, California, US",M
238,Sí,2,"Collyer, Miss. Marjorie ""Lottie""",0,2,C.A. 31921,26.25,unknown,8,"Bishopstoke, Hampshire, England",Southampton,"Payette, Idaho, US",F
239,No,2,"Pengelly, Mr. Frederick William",0,0,28665,10.5,unknown,19,"Gunnislake, Cornwall, England",Southampton,"Butte, Montana, US",M
240,No,2,"Hunt, Mr. George Henry",0,0,SCO/W 1585,12.28,unknown,33,"Philadelphia, Pennsylvania, US",Southampton,"Philadelphia, Pennsylvania, US",M
241,No,3,"Zabour, Miss. Thamine",1,0,2665,14.45,unknown,19,"Unknown, Syria",Cherbourg,"New York, New York, US",F
242,Sí,3,"Murphy, Miss. Katherine ""Kate""",1,0,367230,15.5,unknown,18,"Aghnacliffe, Longford, Ireland",Queenstown,"Philadelphia, Pennsylvania, US",F
243,No,2,"Coleridge, Mr. Reginald Charles",0,0,W./C. 14263,10.5,unknown,29,"London, England",Southampton,"Detroit, Michigan, US",M
244,No,3,"Maenpaa, Mr. Matti Alexanteri",0,0,STON/O 2. 3101275,7.12,unknown,22,"Kauhajoki, Finland",Southampton,"Sudbury, Ontario, Canada",M
245,No,3,"Attalah, Mr. Sleiman",0,0,2694,7.22,unknown,30,"Ottawa, Ontario, Canada",Cherbourg,"Ottawa, Ontario, Canada",M
246,No,1,"Minahan, Dr. William Edward",2,0,19928,90.0,C78,44,"Fond du Lac, Wisconsin, US",Southampton,"Fond du Lac, Wisconsin, US",M
247,No,3,"Lindahl, Miss. Agda Thorilda Viktoria",0,0,347071,7.78,unknown,25,"Stockholm, Sweden",Southampton,"Saranac Lake, New York, US",F
248,Sí,2,"Hamalainen, Mrs. William (Anna)",0,2,250649,14.5,unknown,24,"Detroit, Michigan, US",Southampton,"Detroit, Michigan, US",F
249,Sí,1,"Beckwith, Mr. Richard Leonard",1,1,11751,52.55,D35,37,"New York, New York, US",Southampton,"New York, New York, US",M
250,No,2,"Carter, Rev. Ernest Courtenay",1,0,244252,26.0,unknown,54,"London, England, UK",Southampton,"New York, New York, US",M
251,No,3,"Reed, Mr. James George",0,0,362316,7.25,unknown,19,"Penarth, Glamorgan, Wales",Southampton,"New York, New York, US",M
252,No,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",1,1,347054,10.46,G6,29,"Indiana Harbor, Indiana, US",Southampton,"Indiana Harbor, Indiana, US",F
253,No,1,"Stead, Mr. William Thomas",0,0,113514,26.55,C87,62,"London, England, UK",Southampton,"New York, New York, US",M
254,No,3,"Lobb, Mr. William Arthur",1,0,A/5. 3336,16.1,unknown,30,"Scranton, Pennsylvania, US",Southampton,"Scranton, Pennsylvania, US",M
255,No,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",0,2,370129,20.21,unknown,41,"Suistamo, Finland",Southampton,"Astoria, Oregon, US",F
256,Sí,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",0,2,2650,15.25,unknown,27,"Tibnin, Lebanon",Cherbourg,"Dowagiac, Michigan, US",F
257,Sí,1,"Thorne, Mrs. Gertrude Maybelle",0,0,PC 17585,79.2,unknown,37,"New York, New York, US",Cherbourg,"New York, New York, US",F
258,Sí,1,"Cherry, Miss. Gladys",0,0,110152,86.5,B77,30,"London, England, UK",Southampton,"Vancouver, British Columbia, Canada",F
259,Sí,1,"Ward, Miss. Anna",0,0,PC 17755,512.33,unknown,38,"Germantown, Pennsylvania, US",Cherbourg,"Germantown, Pennsylvania, US",F
260,Sí,2,"Parrish, Mrs. (Lutie Davis)",0,1,230433,26.0,unknown,60,"Woodford County, Kentucky, US",Southampton,"Woodford County, Kentucky, US",F
261,No,3,"Smith, Mr. Thomas",0,0,384461,7.75,unknown,26,"Caltra, Galway, Ireland",Queenstown,"Hammond, Indiana, US",M
262,Sí,3,"Asplund, Master. Edvin Rojj Felix",4,2,347077,31.39,unknown,3,"Alseda, Småland, Sweden",Southampton,"Worcester, Massachusetts, US",M
263,No,1,"Taussig, Mr. Emil",1,1,110413,79.65,E67,52,"New York, New York, US",Southampton,"New York, New York, US",M
264,No,1,"Harrison, Mr. William",0,0,112059,0.0,B94,45,"Wallasey, Merseyside, England, UK",Southampton,"New York, New York, US",M
265,No,3,"Henry, Miss. Delia",0,0,382649,7.75,unknown,23,"Clonown, Roscommon, Ireland",Queenstown,"Boston, Massachusetts, US",F
266,No,2,"Reeves, Mr. David",0,0,C.A. 17248,10.5,unknown,36,"Slinfold, West Sussex, England",Southampton,"New York, New York, US",M
267,No,3,"Panula, Mr. Ernesti Arvid",4,1,3101295,39.69,unknown,16,"Ylihärmä, South Ostrobothnia, Finland",Southampton,"Coal Center, Pennsylvania, US",M
268,Sí,3,"Persson, Mr. Ernst Ulrik",1,0,347083,7.78,unknown,25,"Stockholm, Uppland, Sweden",Southampton,"Indianapolis, Indiana, US",M
269,Sí,1,"Graham, Mrs. William Thompson (Edith Junkins)",0,1,PC 17582,153.46,C125,59,"Greenwich, Connecticut, US",Southampton,"Greenwich, Connecticut, US",F
270,Sí,1,"Bissette, Miss. Amelia",0,0,PC 17760,135.63,C99,39,"New York, New York, US",Cherbourg,"New York, New York, US",F
271,No,1,"Cairns, Mr. Alexander",0,0,113798,31.0,unknown,28,"Bryn Mawr, Pennsylvania, US",Southampton,"Bryn Mawr, Pennsylvania, US",M
272,Sí,3,"Tornquist, Mr. William Henry",0,0,LINE,0.0,unknown,25,"Sundbyberg, Sweden",Southampton,"New York, New York, US",M
273,Sí,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",0,1,250644,19.5,unknown,41,"Wimbledon, London, England",Southampton,"Bennington, Vermont, US",F
274,No,1,"Natsch, Mr. Charles H",0,1,PC 17596,29.7,C118,36,"Brooklyn, New York, US",Cherbourg,"Brooklyn, New York, US",M
275,Sí,3,"Healy, Miss. Hanora ""Nora""",0,0,370375,7.75,unknown,29,"Athenry, Galway, Ireland",Queenstown,"New York, New York, US",F
276,Sí,1,"Andrews, Miss. Kornelia Theodosia",1,0,13502,77.96,D7,62,"Hudson, New York, US",Cherbourg,"Hudson, New York, US",F
277,No,3,"Lindblom, Miss. Augusta Charlotta",0,0,347073,7.75,unknown,45,"Stockholm, Sweden",Southampton,"Stratford, Connecticut, US",F
278,No,2,"Parkes, Mr. Francis ""Frank""",0,0,239853,0.0,unknown,18,"Belfast, Ireland",Belfast,"New York, New York, US",M
279,No,3,"Rice, Master. Eric",4,1,382652,29.12,unknown,7,"Athlone, Westmeath, Ireland",Queenstown,"Spokane, Washington, US",M
280,Sí,3,"Abbott, Mrs. Stanton (Rosa Hunt)",1,1,C.A. 2673,20.25,unknown,39,"East Providence, Rhode Island, US",Southampton,"East Providence, Rhode Island, US",F
281,No,3,"Duane, Mr. Frank",0,0,336439,7.75,unknown,65,"Bunmahon, Waterford, Ireland",Queenstown,"Morris Plains, New Jersey, US",M
282,No,3,"Olsson, Mr. Nils Johan Goransson",0,0,347464,7.85,unknown,28,"Eslöv, Skåne, Sweden",Southampton,"New York, New York, US",M
283,No,3,"de Pelsmaeker, Mr. Alfons",0,0,345778,9.5,unknown,16,"Heldergem, Haaltert, East Flanders, Belgium",Southampton,"Gladstone, Michigan, US",M
284,Sí,3,"Dorking, Mr. Edward Arthur",0,0,A/5. 10482,8.05,unknown,18,"Liss, Hampshire, England",Southampton,"Oglesby, Illinois, US",M
285,No,1,"Smith, Mr. Richard William",0,0,113056,26.0,A19,57,"Streatham, London, England, UK",Southampton,"New York, New York, US",M
286,No,3,"Stankovic, Mr. Ivan",0,0,349239,8.66,unknown,33,"Galdovo, Croatia",Cherbourg,"New York, New York, US",M
287,Sí,3,"de Mulder, Mr. Theodore",0,0,345774,9.5,unknown,36,"Aspelare, East Flanders, Belgium",Southampton,"Detroit, Michigan, US",M
288,No,3,"Naidenoff, Mr. Penko",0,0,349206,7.9,unknown,22,"Gumostnik, Lovech, Bulgaria",Southampton,"Chicago, Illinois, US",M
289,Sí,2,"Hosono, Mr. Masabumi",0,0,237798,13.0,unknown,41,"Tokyo, Japan",Southampton,"Tokyo, Japan",M
290,Sí,3,"Connolly, Miss. Kate",0,0,370373,7.75,unknown,22,"Cortrasna, Cavan, Ireland",Queenstown,"New York, New York, US",F
291,Sí,1,"Barber, Miss. Ellen ""Nellie""",0,0,19877,78.85,unknown,26,"London, England, UK",Southampton,"New York, New York, US",F
292,Sí,1,"Bishop, Mrs. Dickinson H (Helen Walton)",1,0,11967,91.08,B49,19,"Dowagiac, Michigan, US",Cherbourg,"Dowagiac, Michigan, US",F
293,No,2,"Levy, Mr. Rene Jacques",0,0,SC/Paris 2163,12.88,D,36,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",M
294,No,3,"Haas, Miss. Aloisia",0,0,349236,8.85,unknown,24,"Altdorf, Uri, Switzerland",Southampton,"Chicago, Illinois, US",F
295,No,3,"Mineff, Mr. Ivan",0,0,349233,7.9,unknown,24,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US",M
296,No,1,"Lewy, Mr. Ervin G",0,0,PC 17612,27.72,unknown,31,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",M
297,No,3,"Hanna, Mr. Mansour",0,0,2693,7.23,unknown,35,"Kfar Mechi, Syria",Cherbourg,"Ottawa, Ontario, Canada",M
298,No,1,"Allison, Miss. Helen Loraine",1,2,113781,151.55,C22 C26,2,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",F
299,Sí,1,"Saalfeld, Mr. Adolphe",0,0,19988,30.5,C106,47,"Manchester, England, UK",Southampton,"New York, New York, US",M
300,Sí,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",0,1,PC 17558,247.52,B58 B60,50,"Montreal, Quebec, Canada",Cherbourg,"Montreal, Quebec, Canada",F
301,Sí,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",0,0,9234,7.75,unknown,20,"Cuilmullagh, Mayo, Ireland",Queenstown,"Chicago, Illinois, US",F
302,Sí,3,"McCoy, Mr. Bernard",2,0,367226,23.25,unknown,24,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US",M
303,No,3,"Johnson, Mr. William Cahoone Jr",0,0,LINE,0.0,unknown,19,"Hawthorne, New Jersey, US",Southampton,"New York, New York, US",M
304,Sí,2,"Keane, Miss. Nora A",0,0,226593,12.35,E101,46,"Castleconnell, Limerick, Ireland[note 1]",Queenstown,"Harrisburg, Pennsylvania, US",F
305,No,3,"Williams, Mr. Howard Hugh ""Harry""",0,0,A/5 2466,8.05,unknown,28,"Guernsey, Channel Islands, Channel Islands",Southampton,"New York, New York, US",M
306,Sí,1,"Allison, Master. Hudson Trevor",1,2,113781,151.55,C22 C26,0,"Montreal, Quebec, Canada",Southampton,"Montreal, Quebec, Canada",M
307,Sí,1,"Fleming, Miss. Margaret",0,0,17421,110.88,unknown,42,"Haverford, Pennsylvania, US",Cherbourg,"Haverford, Pennsylvania, US",F
308,Sí,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,0,PC 17758,108.9,C65,22,"Madrid, Spain",Cherbourg,"New York, New York, US",F
309,No,2,"Abelson, Mr. Samuel",1,0,P/PP 3381,24.0,unknown,30,Russia,Cherbourg,"New York, New York, US",M
310,Sí,1,"Francatelli, Miss. Laura Mabel",0,0,PC 17485,56.93,E36,31,"London, England, UK",Cherbourg,"New York, New York, US",F
311,Sí,1,"Hays, Miss. Margaret Bechstein",0,0,11767,83.16,C54,24,"New York, New York, US",Cherbourg,"New York, New York, US",F
312,Sí,1,"Ryerson, Miss. Emily Borie",2,2,PC 17608,262.38,B57 B59 B63 B66,18,"Cooperstown, New York, US",Cherbourg,"Cooperstown, New York, US",F
313,No,2,"Lahtinen, Mrs. William (Anna Sylfven)",1,1,250651,26.0,unknown,26,"Minneapolis, Minnesota, US",Southampton,"Minneapolis, Minnesota, US",F
314,No,3,"Hendekovic, Mr. Ignjac",0,0,349243,7.9,unknown,28,"Vagovina, Croatia",Southampton,"Harrisburg, Pennsylvania, US",M
315,No,2,"Hart, Mr. Benjamin",1,1,F.C.C. 13529,26.25,unknown,47,"Ilford, Essex, England",Southampton,"Winnipeg, Manitoba, Canada",M
316,Sí,3,"Nilsson, Miss. Helmina Josefina",0,0,347470,7.85,unknown,26,"Ramkvilla, Småland, Sweden",Southampton,"Joliet, Illinois, US",F
317,Sí,2,"Kantor, Mrs. Sinai (Miriam Sternin)",1,0,244367,26.0,unknown,24,"Vitebsk, Russian Empire",Southampton,"Bronx, New York, US",F
318,No,2,"Moraweck, Dr. Ernest",0,0,29011,14.0,unknown,54,"Frankfort, Kentucky, US",Southampton,"Frankfort, Kentucky, US",M
319,Sí,1,"Wick, Miss. Mary Natalie",0,2,36928,164.87,C7,31,"Youngstown, Ohio, US",Southampton,"Youngstown, Ohio, US",F
320,Sí,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,1,16966,134.5,E34,39,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",F
321,No,3,"Dennis, Mr. Samuel",0,0,A/5 21172,7.25,unknown,22,"Week St Mary, Cornwall, England",Southampton,"Saskatoon, Saskatchewan, Canada",M
322,No,3,"Danoff, Mr. Yoto",0,0,349219,7.9,unknown,27,"Unknown, Bulgaria",Southampton,"Chicago, Illinois, US",M
323,Sí,2,"Slayter, Miss. Hilda Mary",0,0,234818,12.35,unknown,30,"Halifax, Nova Scotia, Canada",Queenstown,"Vancouver, British Columbia, Canada",F
324,Sí,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,1,248738,29.0,unknown,28,"Bangkok, Siam",Southampton,"Roseville, Illinois, US",F
325,No,3,"Sage, Mr. George John Jr",8,2,CA. 2343,69.55,unknown,19,"Peterborough, Cambridgeshire, England",Southampton,"Jacksonville, Florida, US",M
326,Sí,1,"Young, Miss. Marie Grice",0,0,PC 17760,135.63,C32,36,"New York, New York, US",Cherbourg,"New York, New York, US",F
327,No,3,"Nysveen, Mr. Johan Hansen",0,0,345364,6.24,unknown,61,"Øyer, Norway",Southampton,"Grand Forks, North Dakota, US",M
328,Sí,2,"Ball, Mrs. (Ada E Hall)",0,0,28551,13.0,D,36,"Bristol, Avon, England",Southampton,"Jacksonville, Florida, US",F
329,Sí,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,1,363291,20.52,unknown,31,"Strood, Kent, England",Southampton,"Detroit, Michigan, US",F
330,Sí,1,"Hippach, Miss. Jean Gertrude",0,1,111361,57.98,B18,17,"Chicago, Illinois, US",Cherbourg,"Chicago, Illinois, US",F
331,Sí,3,"McCoy, Miss. Agnes",2,0,367226,23.25,unknown,29,"Carrickatane, Tyrone, Ireland",Queenstown,"Brooklyn, New York, US",F
332,No,1,"Partner, Mr. Austen",0,0,113043,28.5,C124,40,"Tolworth, London, England, UK",Southampton,"Toronto, Ontario, Canada",M
333,No,1,"Graham, Mr. George Edward",0,1,PC 17582,153.46,C91,38,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",M
334,No,3,"Vander Planke, Mr. Leo Edmondus",2,0,345764,18.0,unknown,15,"Zwevezele, Belgium",Southampton,"Fremont, Ohio, US",M
335,Sí,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",1,0,PC 17611,133.65,unknown,42,"London, England, UK",Southampton,"New York, New York, US",F
336,No,3,"Denkoff, Mr. Mitto",0,0,349225,7.9,unknown,30,"Unknown, Bulgaria",Southampton,"Coon Rapids, Iowa, US",M
337,No,1,"Pears, Mr. Thomas Clinton",1,0,113776,66.6,C2,29,"Isleworth, London, England, UK",Southampton,"New York, New York, US",M
338,Sí,1,"Burns, Miss. Elizabeth Margaret",0,0,16966,134.5,E40,41,"Tuxedo Park, New York, US",Cherbourg,"Tuxedo Park, New York, US",F
339,Sí,3,"Dahl, Mr. Karl Edwart",0,0,7598,8.05,unknown,45,"Adelaide, South Australia, Australia",Southampton,"Fingal, North Dakota, US",M
340,No,1,"Blackwell, Mr. Stephen Weart",0,0,113784,35.5,T,45,"Trenton, New Jersey, US",Southampton,"Trenton, New Jersey, US",M
341,Sí,2,"Navratil, Master. Edmond Roger",1,1,230080,26.0,F2,2,"Nice, France",Southampton,"New York, New York, US",M
342,Sí,1,"Fortune, Miss. Alice Elizabeth",3,2,19950,263.0,C23 C25 C27,24,"Winnipeg, Manitoba, Canada",Southampton,"Winnipeg, Manitoba, Canada",F
343,No,2,"Collander, Mr. Erik Gustaf",0,0,248740,13.0,unknown,27,"Helsinki, Finland, Russian Empire[note 6]",Southampton,"Ashtabula, Ohio, US",M
344,No,2,"Sedgwick, Mr. Charles Frederick Waddington",0,0,244361,13.0,unknown,25,"Liverpool, Merseyside, England",Southampton,"Minatitlán, Veracruz, Mexico",M
345,No,2,"Fox, Mr. Stanley Hubert",0,0,229236,13.0,unknown,38,"Rochester, New York, US",Southampton,"Rochester, New York, US",M
346,Sí,2,"Brown, Miss. Amelia ""Mildred""",0,0,248733,13.0,F33,18,"London, England, UK",Southampton,"Montreal, Quebec, Canada",F
347,Sí,2,"Smith, Miss. Marion Elsie",0,0,31418,13.0,unknown,39,"Basingstoke, Hampshire, England",Southampton,"Washington, DC US",F
348,Sí,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,0,386525,16.1,unknown,0,unknown,Southampton,unknown,F
349,Sí,3,"Coutts, Master. William Loch ""William""",1,1,C.A. 37671,15.9,unknown,9,"London, England",Southampton,"Brooklyn, New York, US",M
350,No,3,"Dimic, Mr. Jovan",0,0,315088,8.66,unknown,42,"Ostrovica, Croatia",Southampton,"Red Lodge, Montana, US",M
351,No,3,"Odahl, Mr. Nils Martin",0,0,7267,9.22,unknown,23,"Örsjö, Kalmar, Sweden",Southampton,"Peoria, Illinois, US",M
352,No,1,"Williams-Lambert, Mr. Fletcher Fellows",0,0,113510,35.0,C128,43,"London, England, UK",Southampton,"Newark, New Jersey, US",M
353,No,3,"Elias, Mr. Tannous",1,1,2695,7.23,unknown,17,"Kafr Mishki, Lebanon",Cherbourg,"Ottawa, Ontario, Canada",M
354,No,3,"Arnold-Franchi, Mr. Josef",1,0,349237,17.8,unknown,25,"Altdorf, Uri, Switzerland",Southampton,"New Glarus, Wisconsin, US",M
355,No,3,"Yousif, Mr. Wazli",0,0,2647,7.22,unknown,25,"Tebnin, Lebanon",Cherbourg,"New York, New York, US",M
